transaction_amount,transaction_time,distance_from_home_km,merchant_risk_score,device_trust_score,failed_attempts,previous_transactions,account_age_days,online_transaction,international_transaction,is_fraud
106.89,45181,19.45,0.107,0.789,0,10,1216,0,0,0
22.87,38607,17.3,0.019,0.853,0,4,272,1,1,0
236.85,30801,3.82,0.234,1.0,1,15,57,0,0,0
45.7,24827,3.24,0.052,0.749,0,7,839,0,0,0
22.92,71208,3.49,0.442,0.546,0,10,1544,1,0,0
38.79,381,46.02,0.365,0.849,0,12,140,0,0,0
5.39,1804,0.5,0.14,1.0,0,6,425,1,0,0
61.62,18371,5.65,0.255,0.509,2,6,528,1,1,0
211.36,29388,78.03,0.087,0.613,1,9,225,1,0,0
5.1,70754,1.71,0.15,0.575,1,6,71,0,0,0
21.54,68178,0.92,0.083,0.331,0,8,764,1,0,0
24.92,49175,12.25,0.283,0.856,0,13,3115,1,0,0
54.61,15776,4.1,0.14,0.613,0,9,335,1,0,0
146.17,352,20.85,0.255,0.741,0,4,69,1,0,0
36.83,22600,10.33,0.004,0.905,0,9,694,1,0,0
150.42,12982,5.86,0.068,0.54,0,10,990,1,0,0
31.07,53240,164.31,0.154,0.634,0,7,861,1,0,0
38.91,61954,10.43,0.421,0.618,2,11,504,0,0,0
35.25,66306,25.61,0.08,0.352,0,9,431,1,0,0
62.69,29725,103.01,0.415,0.841,7,7,46,0,1,1
19.34,54721,63.9,0.375,0.43,0,9,305,0,1,0
52.18,64991,13.2,0.245,0.784,0,9,2912,1,0,0
10.13,31658,93.41,0.197,0.865,1,11,55,1,0,0
21.59,46536,32.24,0.155,0.486,0,11,107,0,0,0
16.29,11073,21.88,0.136,1.0,1,11,60,0,0,0
29.09,50899,29.55,0.045,0.943,0,11,1512,1,0,0
21.05,54627,11.16,0.103,0.733,1,9,806,1,0,0
67.07,17005,13.81,0.198,0.549,0,12,434,0,0,0
13.42,76303,22.06,0.285,0.721,3,6,210,1,0,0
6.79,58137,9.89,0.164,1.0,0,10,1569,1,0,0
9.15,68877,36.61,0.126,0.816,1,8,597,1,1,0
60.06,24110,7.23,0.071,0.562,0,8,327,1,0,0
12.48,13457,39.84,0.085,0.601,0,12,2364,1,0,0
37.27,44699,4.13,0.242,0.508,0,3,37,1,0,0
21.42,34670,6.13,0.046,0.458,0,7,415,1,0,0
52.43,53789,34.97,0.551,0.837,0,12,67,1,1,0
22.54,29288,7.63,0.159,0.547,1,7,262,1,0,0
247.52,18324,39.67,0.202,0.854,1,11,2559,1,0,0
123.78,15919,38.3,0.255,0.988,0,6,573,0,1,0
21.07,33974,7.44,0.179,1.0,0,9,1036,1,0,0
18.88,31785,1.9,0.142,0.772,0,17,157,1,0,0
332.24,82084,4.55,0.256,0.21,0,8,1352,0,0,0
11.44,6952,34.91,0.067,0.952,0,10,371,1,0,0
25.95,60255,46.93,0.401,0.757,0,11,90,1,1,0
27.6,13525,12.07,0.06,0.666,0,14,783,1,0,0
27.06,17595,4.48,0.252,0.765,0,6,721,1,0,0
6.75,26057,1.96,0.437,0.609,1,13,781,1,0,0
40.34,1495,6.08,0.278,0.961,0,8,331,1,0,0
12.47,59136,97.41,0.046,0.748,0,6,55,1,0,0
85.52,81655,4.67,0.217,0.85,0,11,2295,1,0,0
8.46,29749,2.25,0.245,0.73,0,5,826,1,0,0
28.43,77455,38.48,0.216,0.866,0,4,912,1,0,0
4.6,40452,23.89,0.193,0.739,2,8,36,1,0,0
4.84,30622,19.13,0.147,0.622,0,11,1918,1,0,0
13.85,24940,14.85,0.144,0.889,1,9,1687,1,0,0
15.51,56356,30.25,0.534,1.0,0,13,2685,1,1,0
87.58,86134,29.96,0.06,0.745,0,9,1693,0,0,0
26.25,16746,13.81,0.181,1.0,0,5,2062,0,0,0
76.24,68976,6.67,0.096,1.0,0,10,141,0,0,0
20.01,13245,46.01,0.211,0.795,1,7,1764,1,0,0
44.03,53570,4.5,0.109,1.0,0,7,2637,1,0,0
15.17,44511,19.09,0.437,0.611,0,7,2577,1,0,0
14.37,27567,29.5,0.057,1.0,1,6,575,1,0,0
6.32,40659,25.46,0.186,0.636,0,6,1023,1,1,0
35.47,24029,24.11,0.229,0.184,1,9,2783,1,0,0
33.44,57791,27.16,0.172,0.766,0,8,459,1,0,0
50.49,31428,52.12,0.263,0.843,0,9,504,1,0,0
32.2,1791,11.37,0.014,0.778,0,8,324,0,0,0
137.13,46739,24.68,0.306,0.671,0,7,842,1,0,0
31.21,2389,29.85,0.268,0.696,1,15,117,0,0,0
59.95,54538,22.31,0.35,0.533,1,9,678,1,0,0
20.92,56657,58.33,0.139,0.626,0,7,127,1,0,0
13.11,7582,26.59,0.359,0.987,3,11,2154,1,0,0
48.14,33058,13.81,0.271,0.954,0,10,3161,1,0,0
25.25,13750,46.7,0.079,0.783,0,8,59,1,0,0
52.75,82220,16.81,0.383,0.606,0,7,708,1,0,0
35.96,14995,18.88,0.401,0.654,0,12,2935,1,0,0
14.38,7432,21.82,0.171,0.783,0,7,155,0,0,0
64.04,28552,9.74,0.333,0.679,0,9,687,0,0,0
13.5,31417,32.05,0.243,0.798,0,13,63,1,0,0
44.71,27590,2.58,0.244,0.848,0,8,288,1,0,0
75.59,10496,50.79,0.148,0.844,0,15,618,0,0,0
19.93,67282,35.12,0.068,0.721,2,8,1068,1,0,0
68.36,57858,10.91,0.2,0.448,0,7,860,0,0,0
37.27,8870,6.42,0.468,0.809,0,9,243,1,0,0
53.6,60765,12.27,0.298,0.702,1,7,111,1,0,0
13.88,10444,40.88,0.131,0.581,1,7,294,1,0,0
32.18,343,0.8,0.089,0.733,1,7,102,0,0,0
8.79,15898,15.77,0.187,0.972,0,14,1066,1,0,0
106.6,77175,7.33,0.091,0.697,1,7,40,0,0,0
5.41,75880,51.98,0.321,0.698,0,5,469,1,1,0
20.41,49258,13.35,0.459,0.746,0,11,1921,0,0,0
12.87,54963,29.92,0.045,0.544,2,10,591,1,0,0
46.51,28773,11.07,0.392,0.866,1,9,66,1,0,0
126.36,5783,10.0,0.096,0.972,0,6,202,0,0,0
45.78,19744,9.86,0.294,0.674,0,8,361,0,0,0
289.75,47240,28.34,0.163,0.737,0,12,1148,0,0,0
9.0,66025,83.27,0.163,0.521,0,3,570,0,1,0
9.57,85680,5.83,0.347,0.592,1,9,1929,1,0,0
13.27,45122,25.81,0.488,0.651,1,12,77,0,0,0
29.87,76950,7.71,0.206,0.502,0,9,66,0,0,0
11.92,53228,19.93,0.162,0.948,0,8,686,0,0,0
14.86,55111,19.5,0.132,0.903,0,5,492,1,0,0
44.54,9565,14.95,0.065,0.83,1,7,823,0,0,0
10.06,25203,17.26,0.094,0.534,0,13,606,1,0,0
10.95,68231,53.05,0.375,0.549,0,13,815,1,0,0
19.71,58514,2.32,0.144,0.615,0,12,289,1,0,0
21.25,29036,44.34,0.182,0.695,1,11,1210,1,0,0
60.83,66213,15.51,0.109,0.942,0,10,1265,1,1,0
13.19,15587,10.15,0.15,1.0,0,11,114,0,0,0
15.24,71347,4.87,0.023,0.817,0,9,507,1,0,0
43.18,77089,42.16,0.253,0.598,0,7,896,1,0,0
51.48,3401,22.41,0.069,0.974,1,8,2063,0,0,0
85.03,18826,32.58,0.056,0.582,1,15,828,1,1,0
39.46,66090,9.46,0.101,0.593,0,6,2141,1,1,0
30.09,41762,12.48,0.272,0.673,0,8,389,0,0,0
42.95,83082,61.23,0.141,0.893,0,11,716,1,0,0
54.21,16807,59.21,0.385,0.628,0,9,61,0,0,1
21.76,75004,33.66,0.196,0.862,1,13,428,0,0,0
6.56,41375,34.6,0.054,0.284,0,7,986,1,0,0
55.41,11184,29.64,0.039,0.744,0,8,511,1,0,0
32.11,13818,22.12,0.312,0.628,0,7,616,0,0,0
50.48,83925,22.6,0.322,0.944,0,10,428,1,0,0
2.85,60088,82.97,0.152,0.963,1,9,609,1,0,0
15.97,12864,176.64,0.359,0.157,5,10,430,1,0,1
13.67,35631,26.63,0.306,0.863,0,14,250,1,1,0
90.12,67548,5.24,0.129,0.429,1,14,96,0,0,0
44.32,4309,94.39,0.095,0.92,0,7,168,1,0,0
32.7,7647,18.36,0.255,1.0,0,12,784,1,0,0
19.19,61592,71.93,0.231,0.534,0,8,311,0,0,0
96.91,56167,13.38,0.263,0.774,1,9,32,0,1,1
12.9,45996,1.02,0.27,0.694,0,6,1387,1,0,0
25.03,77668,19.36,0.077,0.726,0,7,308,1,0,0
17.07,3871,55.8,0.197,0.995,0,8,357,0,0,0
166.2,78970,1.33,0.292,0.903,0,10,980,1,0,0
87.88,72285,50.38,0.1,0.874,0,5,228,1,0,0
63.46,55163,23.76,0.1,0.918,0,10,747,1,0,0
8.23,34411,1.14,0.218,0.722,0,7,199,0,0,0
54.13,60143,11.69,0.31,0.414,1,10,647,0,0,0
31.5,75531,0.77,0.341,0.903,0,15,382,0,0,0
72.15,60551,0.04,0.263,0.806,0,16,874,1,0,0
35.09,53399,56.69,0.542,0.91,0,11,1333,1,0,0
26.97,23421,34.52,0.118,0.988,0,5,153,1,0,0
32.69,82828,8.54,0.171,0.401,0,6,350,1,0,0
6.39,71502,3.02,0.164,0.827,0,11,869,1,0,0
14.67,60581,1.4,0.111,0.679,0,10,341,0,0,0
36.55,11629,62.29,0.178,1.0,1,10,897,0,0,0
67.46,4534,24.56,0.016,0.757,0,7,1695,1,0,0
17.45,22624,4.38,0.26,0.741,0,14,403,1,0,0
26.24,3538,28.6,0.039,0.737,0,7,704,1,0,0
7.53,38786,170.1,0.115,1.0,0,12,336,1,1,0
87.13,31866,38.78,0.215,0.811,1,6,1797,1,0,0
66.09,75286,14.79,0.081,0.854,0,6,2237,0,0,0
45.68,64317,42.07,0.237,1.0,0,11,388,0,0,0
37.54,38085,34.09,0.359,0.836,0,12,475,0,0,0
93.88,26744,2.32,0.165,0.797,1,10,301,1,0,0
14.24,22952,64.99,0.162,0.938,0,11,227,0,0,0
13.06,26460,53.88,0.239,0.815,1,8,469,0,0,0
63.38,63491,22.32,0.277,0.893,0,9,146,0,1,0
60.07,7422,17.74,0.284,0.445,0,10,751,1,0,0
10.44,15358,6.46,0.063,1.0,0,7,356,0,0,0
17.72,69075,44.96,0.249,0.636,0,12,1275,0,0,0
104.72,68402,14.14,0.32,0.646,0,8,842,1,0,0
37.69,37046,21.65,0.116,0.633,0,10,222,1,0,0
50.89,64618,4.66,0.005,0.531,0,15,555,1,0,0
10.73,28094,6.01,0.048,0.977,0,13,117,1,0,0
45.85,80452,105.33,0.34,0.724,0,10,70,1,0,0
8.71,50951,17.03,0.126,0.516,0,9,693,1,0,0
5.56,65927,42.29,0.144,0.636,0,13,690,1,0,0
48.49,68834,44.26,0.158,0.632,0,5,179,1,1,0
85.42,78738,99.76,0.042,0.983,0,8,787,1,0,0
22.13,26991,101.72,0.04,0.531,0,13,207,1,0,0
17.51,37321,15.26,0.389,0.685,0,12,987,0,1,0
106.56,14518,75.05,0.15,0.905,0,8,878,1,1,0
38.14,81122,16.65,0.233,0.352,0,9,963,1,0,1
25.72,77768,23.39,0.282,0.553,0,2,1288,1,0,0
105.13,68679,43.11,0.132,1.0,0,13,1007,0,0,0
20.43,18943,61.27,0.205,0.692,0,8,134,0,1,0
16.07,15367,18.55,0.024,1.0,0,13,622,1,0,0
52.06,38840,13.53,0.159,0.684,0,7,95,1,0,0
15.34,27347,32.6,0.217,0.793,0,11,266,0,0,0
24.15,5894,15.22,0.401,1.0,0,12,2710,0,0,0
9.44,20525,27.85,0.285,0.65,2,9,918,0,0,0
31.45,41732,40.77,0.011,0.571,0,9,1298,1,0,0
28.63,26026,45.99,0.383,0.709,0,8,841,1,0,0
58.82,24255,7.34,0.102,0.881,0,9,846,0,0,0
53.83,5790,21.18,0.114,0.837,0,10,593,1,0,0
42.15,10476,0.63,0.15,0.826,1,9,1385,1,0,0
37.17,65106,39.96,0.075,0.739,0,6,1261,1,0,0
25.57,32555,3.34,0.077,1.0,1,7,2047,1,0,0
112.63,19422,389.05,0.683,0.097,3,7,245,1,1,1
11.14,55982,13.06,0.251,0.645,0,9,80,1,1,0
4.14,57407,4.58,0.21,0.84,0,8,290,1,0,0
68.69,26902,39.72,0.109,0.837,0,8,671,0,0,0
46.49,49201,5.59,0.139,0.669,0,12,437,1,0,0
24.49,45270,12.54,0.232,1.0,0,15,906,1,0,0
64.05,46716,20.92,0.271,0.993,0,16,1276,0,1,0
15.1,38947,11.16,0.285,0.856,1,9,1899,1,0,0
15.42,50826,4.93,0.185,0.79,0,8,225,1,0,0
13.8,1591,13.03,0.193,0.699,0,11,576,0,0,0
42.7,4344,3.89,0.25,0.572,0,10,877,0,1,0
7.64,82653,31.75,0.106,0.86,0,9,2610,0,0,0
14.68,5956,4.7,0.42,0.652,0,10,181,0,0,0
34.18,19236,16.46,0.157,0.864,0,7,77,1,0,0
10.35,16851,20.55,0.221,0.575,1,8,1443,1,0,0
15.99,19192,72.54,0.09,0.307,0,7,1278,1,0,0
4.62,57853,2.04,0.413,0.578,0,7,429,1,1,0
44.02,56713,66.64,0.053,0.36,0,11,573,0,0,0
15.64,35541,5.84,0.09,1.0,0,11,65,0,0,0
11.25,2857,45.96,0.322,1.0,0,6,1091,0,0,0
9.62,19613,2.37,0.085,0.57,0,9,1093,0,1,0
19.4,68701,112.08,0.19,0.479,0,10,1264,1,0,0
7.66,77797,41.21,0.381,0.538,0,6,1519,1,0,0
128.24,16549,1.63,0.276,0.71,0,6,443,1,0,0
4.02,11633,6.02,0.214,0.965,0,6,74,1,0,0
18.91,75103,19.88,0.053,0.554,0,7,1744,1,0,0
29.53,76787,18.54,0.597,0.836,0,13,365,1,0,0
14.58,39457,24.81,0.156,0.739,0,13,90,1,1,0
32.13,73790,15.57,0.039,1.0,0,8,1274,0,0,0
14.3,65025,33.12,0.231,0.904,0,11,140,1,0,0
92.21,68285,10.71,0.039,0.889,0,10,462,0,0,0
11.08,53126,4.85,0.175,0.683,1,16,1510,1,0,0
4.13,64094,0.86,0.047,0.746,0,9,171,0,0,0
9.59,9734,9.82,0.188,0.808,0,8,1652,1,1,0
36.94,30421,13.92,0.19,0.911,0,6,1140,1,0,0
24.67,69939,26.9,0.163,0.709,0,5,628,1,0,0
49.49,7672,41.06,0.403,0.806,0,9,2294,0,0,0
40.5,40806,6.86,0.151,0.802,0,12,3553,0,0,0
16.3,29737,16.99,0.288,0.773,0,8,637,0,0,0
18.33,31035,6.66,0.168,0.571,0,5,613,1,0,0
19.92,29425,75.48,0.331,1.0,1,7,2587,0,0,0
122.42,3455,26.07,0.328,0.734,0,8,903,0,0,0
47.12,11367,28.32,0.146,0.807,0,13,719,0,1,0
123.14,46838,18.94,0.385,0.506,0,12,896,1,1,0
54.0,23887,235.3,0.552,0.831,3,10,943,1,1,1
25.77,19021,5.59,0.018,0.747,0,8,639,1,0,0
12.0,34792,26.72,0.317,0.737,0,8,519,1,0,0
31.86,2981,63.68,0.082,0.486,0,10,1041,1,0,0
25.82,1305,5.98,0.082,0.593,0,10,276,0,1,0
25.16,35869,21.2,0.269,0.895,1,8,4715,0,0,0
22.94,7014,18.84,0.154,0.738,0,8,584,0,0,0
5.25,31112,25.66,0.193,0.927,0,9,2365,1,0,0
74.34,15391,22.16,0.084,0.62,0,8,289,0,0,0
26.04,71220,7.96,0.199,0.551,0,11,1465,0,0,0
8.75,3974,29.4,0.122,0.506,1,8,2012,1,0,0
39.86,2966,7.96,0.211,0.441,1,12,2118,0,0,0
13.67,43856,26.46,0.061,0.673,0,6,1004,1,0,0
42.51,21427,8.91,0.217,0.719,1,12,1545,1,0,0
54.89,68756,2.15,0.19,0.631,3,7,242,1,0,0
61.3,50251,3.4,0.363,0.84,2,8,759,0,0,0
23.84,37845,44.91,0.218,0.63,0,13,1385,1,0,0
19.47,61846,3.23,0.261,0.61,0,8,260,1,1,0
16.44,52804,10.03,0.301,0.578,0,5,484,0,1,0
15.21,80612,8.48,0.007,0.83,0,10,2384,1,0,0
26.74,70180,1.49,0.104,0.701,0,10,85,0,0,0
22.93,9862,22.88,0.474,0.779,0,5,988,1,0,0
14.01,38972,40.08,0.112,0.984,1,12,279,1,0,0
10.86,74240,121.76,0.256,1.0,0,6,40,0,0,0
24.85,54149,68.73,0.254,0.304,1,15,2195,1,1,0
19.16,22907,1.26,0.073,0.875,0,4,1318,1,0,0
10.88,26375,7.44,0.184,0.512,0,10,985,1,0,0
52.69,20342,13.28,0.325,0.73,0,12,913,1,1,0
111.91,47502,51.99,0.085,0.502,0,7,3059,1,0,0
58.56,77830,11.16,0.195,0.47,0,10,191,1,0,0
15.24,78752,21.12,0.054,0.531,0,4,282,1,0,0
26.04,20392,26.94,0.087,0.587,2,12,1854,1,0,0
92.98,1976,8.84,0.265,0.372,0,8,323,0,0,0
10.6,65528,21.8,0.123,0.604,0,5,32,0,0,0
50.71,80826,1.31,0.21,0.602,0,7,1567,1,0,0
8.51,22854,16.36,0.228,0.861,0,9,1047,1,0,0
23.95,26033,15.66,0.754,0.527,1,12,565,1,1,1
19.22,21877,10.99,0.243,0.708,0,10,750,0,0,0
161.29,3793,6.69,0.187,0.236,2,8,1357,1,0,0
28.66,74210,203.45,0.179,1.0,2,4,330,1,1,1
24.9,56282,53.41,0.048,0.827,0,17,301,1,0,0
15.25,50812,54.76,0.513,0.729,0,10,1116,1,0,0
31.68,10730,12.61,0.111,0.579,1,11,2732,1,1,0
23.47,74139,7.5,0.199,0.876,1,6,1057,1,0,0
19.66,69634,2.59,0.055,0.846,0,9,94,0,0,0
7.2,36848,27.9,0.23,0.898,1,9,977,1,0,0
17.96,86146,10.02,0.406,0.796,1,10,861,1,0,0
11.15,50250,8.1,0.255,0.34,0,15,203,1,0,0
42.15,60893,11.61,0.124,0.864,0,8,1328,1,1,0
59.91,1973,20.23,0.265,0.637,0,13,472,1,0,0
49.04,82943,4.42,0.093,0.747,0,11,759,1,0,0
35.66,86175,81.32,0.295,0.668,0,6,368,1,0,0
13.7,61199,32.98,0.06,0.493,0,16,33,1,0,0
31.95,25994,1.2,0.134,0.576,0,14,407,1,0,0
51.12,1055,9.16,0.274,1.0,0,7,221,0,0,0
16.96,60280,1.29,0.332,0.6,0,7,190,1,0,0
29.82,18914,6.52,0.212,1.0,0,16,2444,1,0,0
24.13,64666,8.44,0.407,0.841,0,7,628,1,0,0
102.5,14945,31.64,0.182,0.985,1,12,812,0,1,0
53.58,51972,31.71,0.137,0.583,0,9,154,1,0,0
44.14,7825,1.16,0.143,0.748,0,4,425,1,0,0
6.87,40450,22.18,0.099,0.821,0,7,3226,1,0,0
31.13,21275,81.05,0.277,0.363,1,5,1460,0,0,0
23.95,52161,24.75,0.275,0.6,0,10,530,1,0,0
23.79,82721,80.82,0.257,0.999,0,11,653,1,0,0
7.76,53653,11.97,0.278,0.635,0,6,247,1,1,0
11.36,75124,15.39,0.332,0.778,0,7,893,1,0,0
25.68,17693,17.1,0.205,0.587,0,9,571,1,0,0
66.12,6703,64.41,0.142,0.865,0,7,990,0,0,0
16.9,16960,11.96,0.362,0.736,0,11,228,1,1,0
19.69,18578,102.49,0.151,0.623,0,5,229,1,0,0
112.72,36818,19.58,0.221,0.684,0,8,728,0,0,0
21.38,58547,6.15,0.061,0.924,0,4,522,0,0,0
24.46,22013,2.74,0.636,0.889,0,11,212,0,0,0
24.72,49149,4.74,0.274,0.805,2,10,1205,1,0,0
9.24,5416,1.0,0.117,0.781,0,11,2368,0,0,0
42.84,46428,29.47,0.216,1.0,0,8,582,0,0,0
16.08,41450,18.19,0.097,0.898,0,12,1049,0,0,0
26.47,55648,33.48,0.109,0.708,0,3,680,1,0,0
38.69,70642,38.11,0.308,0.825,0,7,422,1,0,0
128.26,54117,66.97,0.063,0.466,1,8,107,0,0,0
9.45,31424,3.11,0.27,0.667,0,13,1790,1,1,0
54.16,51633,5.15,0.056,0.853,1,9,333,1,0,0
54.32,77088,19.87,0.167,1.0,0,12,112,1,0,0
16.27,82659,3.47,0.24,0.708,0,11,174,1,0,0
43.8,10719,2.43,0.147,1.0,2,9,959,1,1,0
100.96,44627,27.44,0.274,0.221,0,5,196,0,1,0
14.7,26038,32.25,0.108,0.316,0,6,178,0,0,0
32.89,31446,46.35,0.096,0.421,0,9,137,1,0,0
37.48,45019,61.85,0.025,0.942,0,6,133,0,0,0
41.57,61785,14.61,0.248,1.0,0,15,851,1,0,0
50.17,9784,97.64,0.182,0.778,0,9,929,0,0,0
30.97,4883,0.97,0.202,0.75,0,7,208,0,0,0
40.88,28328,51.03,0.084,1.0,0,12,96,1,0,0
13.08,69358,9.7,0.061,0.788,0,12,670,0,0,0
30.91,73290,63.68,0.103,0.675,0,9,1101,1,0,0
18.52,84762,6.3,0.019,0.829,0,9,334,0,0,0
10.14,6565,33.77,0.223,0.82,1,10,34,0,0,0
18.04,30172,13.85,0.33,0.758,2,4,1476,1,0,0
33.63,21360,12.01,0.062,0.816,0,12,446,1,0,0
38.42,86233,1.53,0.297,0.827,0,18,1796,0,0,0
9.83,67736,30.6,0.028,0.825,0,8,1296,1,0,0
12.81,30477,4.82,0.361,0.942,0,16,966,1,0,0
48.41,79908,15.54,0.391,0.872,0,9,48,1,0,0
40.71,8881,3.81,0.368,0.762,0,13,54,1,0,0
55.13,48297,23.19,0.268,0.545,0,6,594,1,0,0
80.99,71626,6.57,0.254,0.779,0,10,655,0,0,0
41.69,80181,22.56,0.146,1.0,0,13,351,0,1,0
19.46,50812,73.26,0.058,0.683,1,4,1324,0,0,0
29.72,69498,63.43,0.339,0.652,0,11,711,1,1,0
102.3,42362,5.59,0.266,1.0,0,8,815,1,0,0
247.54,54189,2.61,0.093,0.819,1,9,1073,0,1,0
39.27,72419,1.09,0.227,0.433,1,10,639,1,1,0
41.61,40080,44.08,0.332,0.455,0,10,58,0,0,0
48.45,15848,7.17,0.165,0.299,0,7,412,1,0,0
27.63,3252,8.35,0.052,0.665,0,9,397,0,0,0
68.79,13992,6.41,0.105,0.503,0,7,763,0,1,0
60.73,19714,45.83,0.178,0.624,0,5,373,1,0,0
36.0,6977,96.46,0.444,1.0,0,10,1061,0,0,0
21.02,59693,35.18,0.253,0.604,0,12,1305,0,1,0
238.92,12775,220.38,0.509,0.32,1,14,1846,0,1,1
48.71,12935,24.22,0.291,0.771,0,11,1021,1,0,0
32.15,51096,18.81,0.223,0.871,2,10,995,1,0,0
15.03,47566,31.97,0.324,0.856,0,12,2164,0,0,0
10.98,54621,0.91,0.188,0.524,1,3,263,1,0,0
46.02,24878,1.58,0.33,0.935,1,12,191,1,0,0
7.53,62616,29.06,0.18,0.797,0,8,797,1,0,0
34.46,61640,10.2,0.271,0.512,3,5,1253,1,0,0
53.24,68182,16.78,0.477,0.715,2,7,191,1,0,0
42.09,3110,38.08,0.12,0.458,0,4,1205,1,0,0
19.83,32255,21.52,0.095,0.577,1,14,2260,0,0,0
9.98,5367,40.9,0.071,0.602,0,11,147,1,0,0
43.36,30073,13.58,0.288,0.504,0,4,314,1,0,0
70.84,59083,8.47,0.281,0.716,0,9,561,0,0,0
17.15,48845,6.69,0.23,0.822,0,8,895,0,1,0
40.67,26758,3.53,0.334,0.867,0,8,1876,1,0,0
96.08,28630,0.94,0.322,0.898,0,11,931,0,0,0
35.55,70581,1.37,0.128,0.983,0,8,1497,1,0,0
19.74,51794,7.9,0.264,0.294,0,5,220,0,1,0
62.34,22740,8.16,0.183,1.0,0,7,643,1,0,0
15.03,66322,12.02,0.443,0.488,1,9,582,0,0,0
9.6,19630,22.39,0.261,0.208,0,12,716,1,0,0
51.93,61610,35.61,0.514,0.835,0,11,430,0,0,0
19.59,38540,5.51,0.102,0.845,0,9,35,1,1,0
21.05,76195,35.6,0.315,0.955,0,7,114,1,0,0
16.42,85528,3.74,0.46,0.955,0,9,1723,1,0,0
18.57,21600,112.06,0.356,0.391,0,10,737,0,0,0
83.3,47927,8.39,0.365,0.826,0,10,919,0,0,0
102.51,51220,45.4,0.212,0.858,0,8,440,0,0,0
113.98,35105,5.28,0.25,0.867,0,11,302,1,0,0
64.85,27245,75.22,0.3,0.904,1,13,559,1,0,0
39.37,1816,43.81,0.247,0.625,0,7,839,0,0,0
8.62,10346,11.13,0.093,0.673,1,10,30,1,0,0
23.34,67338,13.68,0.087,0.813,0,11,1066,1,0,0
152.23,67346,0.1,0.564,0.677,0,10,1475,0,0,0
19.13,43952,7.24,0.266,0.778,0,10,466,0,0,0
91.04,21100,8.54,0.094,0.873,0,5,375,1,0,0
28.33,43790,15.07,0.103,0.955,1,10,623,1,0,0
3.18,66263,3.74,0.144,0.556,0,14,194,0,0,0
45.26,12626,16.29,0.319,0.785,0,9,689,1,1,0
74.66,37645,27.6,0.091,0.814,0,7,624,0,0,0
26.07,76624,11.6,0.283,0.721,0,10,305,1,0,0
72.71,12039,6.61,0.097,0.798,0,14,2573,0,0,0
7.14,69708,19.84,0.083,0.983,0,6,1087,1,0,0
8.95,68188,0.74,0.024,0.544,0,10,180,1,0,0
31.94,77678,10.42,0.104,0.507,0,10,542,0,0,0
39.71,81546,18.75,0.622,0.742,1,13,983,1,0,0
29.28,29263,189.26,0.595,0.12,1,9,765,1,1,1
45.2,63537,10.59,0.149,0.97,0,10,155,0,0,0
10.43,58710,47.15,0.072,0.801,0,13,568,0,0,0
32.15,74059,67.95,0.416,0.836,0,10,1512,1,0,0
43.84,78999,43.92,0.325,0.719,0,9,226,0,1,0
6.05,25533,2.6,0.147,0.373,1,9,2023,0,0,0
26.18,10560,8.55,0.234,0.773,0,10,1300,1,0,0
20.73,51088,31.06,0.091,0.867,0,13,535,1,0,0
16.06,33508,91.62,0.097,0.593,0,11,815,0,0,0
40.41,9498,6.94,0.481,0.577,0,12,2086,1,0,0
10.81,36184,57.12,0.107,0.353,0,9,511,1,1,0
37.85,67293,33.58,0.238,0.83,0,11,72,1,1,0
42.42,34024,102.53,0.223,0.878,0,7,506,1,0,0
64.52,81688,2.46,0.114,0.785,0,10,601,1,0,0
11.04,83295,12.55,0.214,0.648,0,8,1736,1,0,0
8.13,27961,16.26,0.194,0.715,1,6,538,1,0,0
33.89,79828,27.87,0.241,0.493,0,9,1225,1,0,0
21.56,80251,26.53,0.056,0.84,0,9,34,1,0,0
276.47,24832,59.2,0.259,0.812,0,8,31,1,0,0
39.13,39308,45.61,0.294,0.695,0,10,698,1,1,0
28.4,19220,1.42,0.34,0.688,0,4,502,0,0,0
23.61,18688,16.66,0.108,0.596,2,8,615,1,0,0
10.23,80854,13.07,0.2,0.623,0,3,149,1,0,0
42.57,28874,146.46,0.195,0.718,0,13,1871,0,0,0
25.45,37551,13.93,0.076,0.998,0,8,1071,1,0,0
25.47,28753,28.69,0.209,0.674,0,14,403,1,0,0
35.18,75197,339.96,0.211,0.484,2,7,157,1,0,1
32.36,1048,23.84,0.303,0.853,0,7,409,1,0,0
6.74,64417,5.79,0.41,0.605,0,7,265,1,0,0
52.96,45073,23.13,0.108,0.917,2,9,133,1,0,0
13.77,77296,50.66,0.152,0.922,1,8,1092,0,0,0
24.28,79619,0.49,0.134,0.937,0,11,2483,0,0,0
75.85,31606,17.56,0.222,0.705,0,12,259,0,0,0
112.57,23667,100.95,0.266,0.676,2,4,3687,0,0,0
6.96,15508,4.34,0.331,0.896,0,7,356,1,0,0
27.78,12308,5.07,0.181,1.0,0,6,755,1,0,0
33.73,64484,15.91,0.408,0.357,0,6,702,0,0,0
8.12,42131,51.2,0.167,0.719,0,9,1517,1,0,0
51.53,10877,20.68,0.256,0.772,1,9,1291,1,0,0
29.76,2984,17.77,0.136,0.712,0,12,2502,0,0,0
31.67,8927,2.27,0.356,0.614,1,8,266,1,1,0
13.01,8824,81.75,0.064,0.74,0,8,995,1,1,0
37.72,31359,10.66,0.369,0.896,0,8,1828,0,0,0
53.02,29117,7.25,0.156,0.712,0,7,363,1,0,0
